step,kmc_time,total_energy,energy_per_atom,energy_per_puo2,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,accepted_event_kind,event_applied,predicted_delta_E,exact_delta_E_if_checked,used_exact_rate,exact_checked_candidates,uncertainty,good_event_probability,total_rate,candidate_events_requested,candidate_events_generated,candidate_events_rejected,current_max_displacement
282,3.147956318807657e-12,,,,,,,,,,,,,,,,,random_surface,1,0.03949265732291331,,0,12,0.02962226724686065,0.29730240280536213,87180468606361.89,64,64,0,0.35
283,3.1741555569030756e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.22580549370045389,-0.2130369290345051,1,12,0.05439900416861686,0.71293028486149,99707977845594.81,64,64,0,0.35
284,3.1868840781810545e-12,,,,,,,,,,,,,,,,,surface,1,-0.07706367406801888,,0,9,0.04762125367168369,0.520031664046198,93406128785149.38,64,64,0,0.35
285,3.1871092706665463e-12,,,,,,,,,,,,,,,,,coordination,1,0.1898857944386515,,0,11,0.04010441162548073,0.19149759740646105,99401622764822.81,64,64,0,0.35
286,3.1920406409713492e-12,,,,,,,,,,,,,,,,,coordination,1,-0.10555405566246687,,0,11,0.03844830138595671,0.5452625424324101,93362421441026.72,64,64,0,0.35
287,3.1950967205015666e-12,,,,,,,,,,,,,,,,,coordination,1,0.0945833984457172,,0,12,0.05812737058244769,0.38041241833271217,86262326490027.88,64,64,0,0.35
288,3.1974518892654673e-12,,,,,,,,,,,,,,,,,coordination,1,0.13325522551312668,,0,12,0.08111577014540934,0.48333543478410684,83952698499966.62,64,64,0,0.35
289,3.2010189632452597e-12,,,,,,,,,,,,,,,,,surface_compression,1,0.08585314217900644,,0,12,0.033501675539881745,0.5517084532699148,90057941504877.4,64,64,0,0.35
290,3.2103667900829708e-12,,,,,,,,,,,,,,,,,coordination,1,-0.27008919661146596,-0.06362782351462926,1,11,0.0662641428890732,0.6148262309269392,90412448678088.34,64,64,0,0.35
291,3.217570057201637e-12,,,,,,,,,,,,,,,,,random_surface,1,0.10444816781212289,,0,11,0.06548743988622713,0.5198776694016368,100560092609877.1,64,64,0,0.35
292,3.2407775558880635e-12,,,,,,,,,,,,,,,,,coordination,1,0.07680339695780969,,0,12,0.02266226322500641,0.3637463326632214,95912679677275.12,64,64,0,0.35
293,3.2417113251989215e-12,,,,,,,,,,,,,,,,,relaxation,1,-0.4359644483375321,-0.11119165265142783,1,11,0.15854547767599622,0.4151522098963714,97873701820679.4,64,64,0,0.35
294,3.2418902390812747e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.021223463156653802,,0,12,0.05766317238568497,0.4089264414669386,95280364474526.84,64,64,0,0.35
295,3.2438219142173494e-12,,,,,,,,,,,,,,,,,surface,1,0.12134464885888105,,0,10,0.028613134861255732,0.2035297616448202,89631034521958.94,64,64,0,0.35
296,3.2439830515630634e-12,,,,,,,,,,,,,,,,,random_surface,1,0.03695431065674498,,0,12,0.02582802619183067,0.5090701938466896,86032847377440.22,64,64,0,0.35
297,3.2708657915054074e-12,,,,,,,,,,,,,,,,,coordination,1,-0.08276822627564942,,0,11,0.05698851318420022,0.5243095546417971,88836354820352.7,64,64,0,0.35
298,3.291539906214193e-12,,,,,,,,,,,,,,,,,surface_compression,1,-0.012152770399982247,,0,12,0.025744977074921453,0.5455412121995484,89486042934740.16,64,64,0,0.35
299,3.292050285900538e-12,-6550.7820983547335,-15.597100234177937,-46.79130070253381,135.0,226.0,361.0,265.0,96.0,1.5476190476190477,0.5214285714285715,0.6501547987616099,0.7092261904761905,2.803813616221297,1.9007521297565948,2.0010853651421376,3.0330957328813724,coordination,1,-0.2861776442617546,-0.11443345439215946,1,11,0.14823631269014273,0.2442223466136592,89665556967249.83,64,64,0,0.35
