step,kmc_time,total_energy,energy_per_atom,energy_per_puo2,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,crystalline_core_size,growth_front_size,accepted_event_kind,event_applied,predicted_delta_E,exact_delta_E_if_checked,exact_delta_order_if_checked,order_biased_score_if_checked,max_exact_delta_e_above,reject_for_close_contact,used_exact_rate,exact_checked_candidates,uncertainty,good_event_probability,total_rate,candidate_events_requested,candidate_events_generated,candidate_events_rejected,current_max_displacement,temperature,order_bias_lambda,stage
3059,2.183992695480416e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.14754202533339422,0.269905585216204,0.0,0.269905585216204,0.2,0,0,21,0.05098626690915526,0.2558063736330279,124385219231646.0,128,128,0,0.35,3300.0,4.0,stage1_ordering
3060,2.1855988850065298e-11,,,,,,,,,,,,,,,,,,,rejected_local_cluster_affine,0,0.039363468584067966,0.5201419158138378,0.0,0.5201419158138378,0.2,0,0,21,0.022098851876073196,0.3193601095213693,136314217158566.77,128,128,0,0.35,3300.0,4.0,stage1_ordering
3061,2.1860281235690766e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.007889684186567495,0.1797246887178332,0.0,0.1797246887178332,0.2,0,0,21,0.060810811176319625,0.4686678332750693,139410117133266.78,128,128,0,0.35,3300.0,4.0,stage1_ordering
3062,2.1873771000503815e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.46155216701162033,0.6106759019964159,0.0,0.6106759019964159,0.2,0,0,21,0.0691154627428141,0.07552989085223366,141151883500825.28,128,128,0,0.35,3300.0,4.0,stage1_ordering
3063,2.1888729257887487e-11,,,,,,,,,,,,,,,,,,,random_surface,1,-0.10333716775928942,0.01549577527233481,0.0,0.01549577527233481,0.2,0,0,21,0.0387247574366316,0.37883717412128803,138463869860890.72,128,128,0,0.35,3300.0,4.0,stage1_ordering
3064,2.1888892267756976e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.10384774000640179,0.16509564099033014,0.0,0.16509564099033014,0.2,0,1,18,0.04055230327102634,0.7867253754601689,137406684030003.47,128,128,0,0.35,3300.0,4.0,stage1_ordering
3065,2.189982100606545e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.23668081731145277,-0.2208564499106096,0.0,-0.2208564499106096,0.2,0,1,20,0.04952018985799584,0.6418178349657085,136961786543037.88,128,128,0,0.35,3300.0,4.0,stage1_ordering
3066,2.1911102742177783e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.14978441773684498,0.014231278280256277,0.0,0.014231278280256277,0.2,0,0,18,0.09038236936075277,0.43297873066914633,135186769316008.48,128,128,0,0.35,3300.0,4.0,stage1_ordering
3067,2.1922051833941494e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.059569793807376877,0.026062371071020607,0.0,0.026062371071020607,0.2,0,0,21,0.04044532480123105,0.47913236423080907,133150711444711.5,128,128,0,0.35,3300.0,4.0,stage1_ordering
3068,2.192549574085491e-11,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.05155267288517831,0.2860754716727598,0.002121316362802439,0.27759020622155006,0.2,0,0,18,0.07760143998813346,0.40174971720474106,136058754202570.12,128,128,0,0.35,3300.0,4.0,stage1_ordering
3069,2.193534600205248e-11,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.2653665301579635,0.40946949771949903,0.0,0.40946949771949903,0.2,0,0,21,0.06684533121214609,0.36200035436926886,122173418001827.17,128,128,0,0.35,3300.0,4.0,stage1_ordering
3070,2.1949765379346977e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.12507498935295147,0.019187870204078195,0.0,0.019187870204078195,0.2,0,0,20,0.039564636816385265,0.4667438335093675,131291333808338.56,128,128,0,0.35,3300.0,4.0,stage1_ordering
3071,2.1965644225320295e-11,,,,,,,,,,,,,,,,,,,rejected_growth_front,0,0.13015717806610846,0.271018938845657,0.0,0.271018938845657,0.2,0,0,20,0.08443723606373325,0.3384429743611485,141234765083402.25,128,128,0,0.35,3300.0,4.0,stage1_ordering
3072,2.1966086956692445e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,0.0580898309199741,-0.16427902384705995,0.0,-0.16427902384705995,0.2,0,0,20,0.043432626707708075,0.3162106240861456,133717099342510.38,128,128,0,0.35,3300.0,4.0,stage1_ordering
3073,2.198285890957473e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.25307484454624274,0.275780703980395,0.0,0.275780703980395,0.2,0,0,21,0.10010907914007175,0.29751800929778444,133834570600958.12,128,128,0,0.35,3300.0,4.0,stage1_ordering
3074,2.1986107717929636e-11,,,,,,,,,,,,,,,,,,,surface,1,0.33989245959053577,-0.0993199559145097,0.0,-0.0993199559145097,0.2,0,0,18,0.09065683747049645,0.3568597402728691,148194537349955.34,128,128,0,0.35,3300.0,4.0,stage1_ordering
3075,2.1988230130127468e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.15848131755215925,0.15617481513100273,0.0,0.15617481513100273,0.2,0,0,18,0.04450196446003617,0.2404168596181103,137548129161991.38,128,128,0,0.35,3300.0,4.0,stage1_ordering
3076,2.1989628766013025e-11,,,,,,,,,,,,,,,,,,,surface,1,0.09110693809396779,0.07256051844642286,0.0,0.07256051844642286,0.2,0,0,20,0.028190639100307988,0.2891989283889687,134338676852907.8,128,128,0,0.35,3300.0,4.0,stage1_ordering
3077,2.2008351244369485e-11,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.2333833626041753,0.2804039989628251,0.0,0.2804039989628251,0.2,0,0,20,0.05032241517383959,0.3253819567898173,130650252306061.19,128,128,0,0.35,3300.0,4.0,stage1_ordering
3078,2.201030605068877e-11,,,,,,,,,,,,,,,,,,,surface,1,0.015800576635388298,-0.4101474317227911,0.0009686609686608838,-0.41402207559743465,0.2,0,0,20,0.0645335929766726,0.2609268959048728,130063774082843.69,128,128,0,0.35,3300.0,4.0,stage1_ordering
3079,2.2010443004373224e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.0684430973233516,0.0713820482403058,0.0,0.0713820482403058,0.2,0,0,20,0.027839425608099,0.2733688633890285,146098612153835.56,128,128,0,0.35,3300.0,4.0,stage1_ordering
3080,2.2012836441927952e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.06225051326586881,0.11261572916373552,0.0,0.11261572916373552,0.2,0,0,21,0.02888852448600445,0.2787468104464208,136965129034085.6,128,128,0,0.35,3300.0,4.0,stage1_ordering
3081,2.2015001316481327e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.257479391552385,0.45590999385039055,0.0,0.45590999385039055,0.2,0,0,21,0.038050891590660045,0.1654079331379939,138314361888330.05,128,128,0,0.35,3300.0,4.0,stage1_ordering
3082,2.2016948116627966e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.07598928325913754,-0.1887539383513257,0.0,-0.1887539383513257,0.2,0,0,19,0.04570532983706802,0.35010001400942825,131577894639948.69,128,128,0,0.35,3300.0,4.0,stage1_ordering
3083,2.2017059315464136e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.15860486879235716,-0.4797271229903579,0.0,-0.4797271229903579,0.2,0,0,20,0.08827970077992542,0.3734751260131096,128987141341830.84,128,128,0,0.35,3300.0,4.0,stage1_ordering
3084,2.2018562715166934e-11,,,,,,,,,,,,,,,,,,,random_surface,1,0.13778028519254137,-0.01364268972483984,0.0,-0.01364268972483984,0.2,0,0,20,0.09589799729505936,0.3437133144066115,138891465256263.55,128,128,0,0.35,3300.0,4.0,stage1_ordering
3085,2.2021824444069745e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.11949370725676116,0.0015465246615349315,0.0,0.0015465246615349315,0.2,0,0,21,0.07094206020755933,0.2947936200271078,133908009612006.06,128,128,0,0.35,3300.0,4.0,stage1_ordering
3086,2.2054311912723293e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.01936764997014835,0.038360939819895634,0.0,0.038360939819895634,0.2,0,0,20,0.04998316535577299,0.3504013119095369,136509879020821.5,128,128,0,0.35,3300.0,4.0,stage1_ordering
3087,2.2054814766325844e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.09242049896880021,-0.2240984511403461,0.0,-0.2240984511403461,0.2,0,0,19,0.04387966991449474,0.45880807647175165,136063638022769.72,128,128,0,0.35,3300.0,4.0,stage1_ordering
3088,2.2065002017919008e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.03185646833405548,0.06332913473744739,0.0,0.06332913473744739,0.2,0,1,19,0.04483669993858068,0.671349708781879,137813354854055.53,128,128,0,0.35,3300.0,4.0,stage1_ordering
3089,2.2075650997646044e-11,,,,,,,,,,,,,,,,,,,surface,1,0.06100960378914599,0.038865875113078374,0.0,0.038865875113078374,0.2,0,0,18,0.02982717428139549,0.17303648808977354,135148764448550.81,128,128,0,0.35,3300.0,4.0,stage1_ordering
3090,2.20967931628705e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.18324928257229128,0.1568647135845822,0.0,0.1568647135845822,0.2,0,0,21,0.10701791915115912,0.36180825047585374,135813163894619.98,128,128,0,0.35,3300.0,4.0,stage1_ordering
3091,2.2097536615030563e-11,,,,,,,,,,,,,,,,,,,surface,1,0.06230486963539973,0.09386334389960993,0.0,0.09386334389960993,0.2,0,0,21,0.021269280035123954,0.379012112972546,124848448979674.66,128,128,0,0.35,3300.0,4.0,stage1_ordering
3092,2.209931482135248e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.16953721203561092,0.5386621965226155,0.0,0.5386621965226155,0.2,0,0,20,0.04133302918642508,0.2679255070229462,132872365986936.97,128,128,0,0.35,3300.0,4.0,stage1_ordering
3093,2.2099805963506954e-11,,,,,,,,,,,,,,,,,,,coordination,1,-0.13454894131935954,-0.03393618531884535,0.0,-0.03393618531884535,0.2,0,1,20,0.04330453444377511,0.8765204836193251,138939903152985.3,128,128,0,0.35,3300.0,4.0,stage1_ordering
3094,2.2103348758359428e-11,,,,,,,,,,,,,,,,,,,surface,1,0.08900818350275828,0.15140803927786095,0.0,0.15140803927786095,0.2,0,0,20,0.10665349498807027,0.3619915166877961,131932320811541.58,128,128,0,0.35,3300.0,4.0,stage1_ordering
3095,2.2106910969061402e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.12900891565301967,-0.06198979999374643,0.0,-0.06198979999374643,0.2,0,0,19,0.030578819451818666,0.31063620252411545,143371336051236.8,128,128,0,0.35,3300.0,4.0,stage1_ordering
3096,2.2121665151260126e-11,,,,,,,,,,,,,,,,,,,rejected_random_bulk,0,0.1729239009517186,0.3020478519985552,0.0,0.3020478519985552,0.2,0,0,20,0.07270170001949507,0.3519231347646075,128811000694795.38,128,128,0,0.35,3300.0,4.0,stage1_ordering
3097,2.212236923365497e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.06332887441497843,-0.11443307798435853,0.0,-0.11443307798435853,0.2,0,0,19,0.037967624664309266,0.30600834869658955,137079607001856.16,128,128,0,0.35,3300.0,4.0,stage1_ordering
3098,2.215690654206903e-11,,,,,,,,,,,,,,,,,,,random_surface,1,-0.04010309846999204,-0.061290793406200805,0.0,-0.061290793406200805,0.2,0,0,19,0.021713245210682488,0.42872740906364926,142207081122466.22,128,128,0,0.35,3300.0,4.0,stage1_ordering
3099,2.215908070914726e-11,-6563.790571863644,-15.628072790151533,-46.8842183704546,130.0,215.0,345.0,252.0,93.0,1.4142857142857144,0.5738095238095238,0.6861538461538461,0.7327380952380952,2.670361506486963,1.9001858608346636,2.0811485787643567,2.8800065037763614,258.0,138.0,rejected_surface,0,0.16396149550354236,0.3632491053066431,0.0,0.3632491053066431,0.2,0,0,21,0.05723759261799294,0.41436136935896994,148683327199153.78,128,128,0,0.35,3300.0,4.0,stage1_ordering
3100,2.2167146464888022e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.15446203087285632,0.1520679353204386,0.0,0.1520679353204386,0.2,0,1,19,0.05411811590881847,0.5549553305769146,136041644664685.0,128,128,0,0.35,3300.0,4.0,stage1_ordering
3101,2.2180923891400755e-11,,,,,,,,,,,,,,,,,,,rejected_growth_front,0,-0.04811395874923235,0.8953681474141462,0.003076923076923088,0.8830604551064538,0.2,0,0,21,0.09005909167548742,0.5756832737714427,147763573473485.7,128,128,0,0.35,3300.0,4.0,stage1_ordering
3102,2.2189879487861103e-11,,,,,,,,,,,,,,,,,,,surface,1,0.0849691386487856,-0.0054610829769679015,0.0,-0.0054610829769679015,0.2,0,0,20,0.049739205710006035,0.3277780635722658,130776601656570.16,128,128,0,0.35,3300.0,4.0,stage1_ordering
3103,2.2191996997105497e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.03583515685304633,0.008948035485445871,0.0,0.008948035485445871,0.2,0,0,21,0.03173344750772043,0.4873509660211241,141868923794705.94,128,128,0,0.35,3300.0,4.0,stage1_ordering
3104,2.219715636262833e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.15173789173530383,0.06191536003235143,0.0,0.06191536003235143,0.2,0,0,19,0.11320635870509765,0.28292346204190677,136469127378393.55,128,128,0,0.35,3300.0,4.0,stage1_ordering
3105,2.21978231335497e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.04577984231312615,0.12372903231243981,0.0,0.12372903231243981,0.2,0,0,20,0.03518575127106266,0.5768083765455261,130923787648976.38,128,128,0,0.35,3300.0,4.0,stage1_ordering
3106,2.2198039326556444e-11,,,,,,,,,,,,,,,,,,,rejected_growth_front,0,0.1263577244004067,0.5275757313195015,0.0,0.5275757313195015,0.2,0,0,21,0.09272537736572681,0.5225031040111549,135039468221116.48,128,128,0,0.35,3300.0,4.0,stage1_ordering
3107,2.2204202326111883e-11,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.16173877572358,0.24061472063321077,0.0,0.24061472063321077,0.2,0,0,20,0.03525199311483406,0.35204027568979945,145002498978751.38,128,128,0,0.35,3300.0,4.0,stage1_ordering
3108,2.2223775663392544e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.1071731830148573,0.015197274204183486,0.0,0.015197274204183486,0.2,0,1,20,0.12461880877033216,0.5241650607596444,148228840193106.66,128,128,0,0.35,3300.0,4.0,stage1_ordering
3109,2.2226516837002696e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.1452219902533655,-0.0004514914530844294,0.0,-0.0004514914530844294,0.2,0,0,20,0.040946670127391845,0.32529104238264395,138717108333394.6,128,128,0,0.35,3300.0,4.0,stage1_ordering
3110,2.2244741477271173e-11,,,,,,,,,,,,,,,,,,,growth_front,1,-0.05125181918608278,-0.22897376160490523,0.0,-0.22897376160490523,0.2,0,0,21,0.034206117063653764,0.27373938358684374,147802132827996.38,128,128,0,0.35,3300.0,4.0,stage1_ordering
3111,2.224555396753889e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.06190650176292237,-0.03597914789880008,0.0,-0.03597914789880008,0.2,0,1,18,0.04268867082309993,0.5602173416751153,145581809892161.4,128,128,0,0.35,3300.0,4.0,stage1_ordering
3112,2.224645999122164e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.0309170654490855,0.14931749627248792,0.0,0.14931749627248792,0.2,0,0,21,0.03500872905207237,0.48418987506742633,131347707855768.03,128,128,0,0.35,3300.0,4.0,stage1_ordering
3113,2.22534029676246e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.04701735309717486,-0.05848428251325544,0.0,-0.05848428251325544,0.2,0,0,21,0.024571344795557785,0.1384186925613064,140201429152994.5,128,128,0,0.35,3300.0,4.0,stage1_ordering
3114,2.2258481533484502e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.06794984223935222,0.6374531500442231,0.0,0.6374531500442231,0.2,0,0,20,0.04190921947017603,0.3088668073404313,136130324912054.88,128,128,0,0.35,3300.0,4.0,stage1_ordering
3115,2.2263465395389127e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.44633085696697467,-0.12085257285658457,0.0,-0.12085257285658457,0.2,0,1,18,0.15662943444144223,0.4036596980617071,136312711079796.5,128,128,0,0.35,3300.0,4.0,stage1_ordering
3116,2.2268835326600284e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.06180162397739219,0.13944917134955404,0.0,0.13944917134955404,0.2,0,0,20,0.045582425726008534,0.4930731833578085,144864474215518.88,128,128,0,0.35,3300.0,4.0,stage1_ordering
3117,2.2280321485230064e-11,,,,,,,,,,,,,,,,,,,random_surface,1,-0.0020980549118209506,-0.014671169542268103,0.0,-0.014671169542268103,0.2,0,0,20,0.05478817925541855,0.37377389962289986,126358526948279.25,128,128,0,0.35,3300.0,4.0,stage1_ordering
3118,2.228042450577783e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.10519491709369846,0.008929855704941758,0.0,0.008929855704941758,0.2,0,0,21,0.037730444668800135,0.39000839890151856,121805652443270.6,128,128,0,0.35,3300.0,4.0,stage1_ordering
3119,2.231722633481817e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,0.2861440955716368,0.19507970400633923,0.0,0.19507970400633923,0.2,0,0,21,0.10169511663950156,0.4611382018625988,137712663888664.44,128,128,0,0.35,3300.0,4.0,stage1_ordering
3120,2.231788690019295e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.03809489999465299,0.05364601488872722,0.0,0.05364601488872722,0.2,0,0,21,0.03198923130068327,0.3719525824453005,128156143196590.06,128,128,0,0.35,3300.0,4.0,stage1_ordering
3121,2.2325878961022443e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.39287611012009593,-0.024401605042314145,0.0,-0.024401605042314145,0.2,0,0,21,0.06733093873302476,0.08139154526897988,135761104841495.69,128,128,0,0.35,3300.0,4.0,stage1_ordering
3122,2.2326746690832617e-11,,,,,,,,,,,,,,,,,,,coordination,1,-0.1392495262599677,-0.00024243297777815087,0.0,-0.00024243297777815087,0.2,0,1,19,0.0462362098803225,0.5218928890172649,143395236647119.62,128,128,0,0.35,3300.0,4.0,stage1_ordering
3123,2.2338666910745125e-11,,,,,,,,,,,,,,,,,,,surface,1,0.0524506638629584,0.1576554678839237,0.0,0.1576554678839237,0.2,0,0,20,0.04499386776830609,0.375829589233807,131700087798691.06,128,128,0,0.35,3300.0,4.0,stage1_ordering
3124,2.234084129012518e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.07327316962568078,0.1100471864062591,0.0,0.1100471864062591,0.2,0,1,20,0.04200480898851839,0.5438160535978908,129106812315110.66,128,128,0,0.35,3300.0,4.0,stage1_ordering
3125,2.2355445109549805e-11,,,,,,,,,,,,,,,,,,,surface,1,0.11280648848495825,-0.011888531128498414,0.0,-0.011888531128498414,0.2,0,0,20,0.035257287590303416,0.5907497231362484,130623753117361.56,128,128,0,0.35,3300.0,4.0,stage1_ordering
3126,2.2367715102020216e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.09557056275313369,-0.07840589981060475,0.0,-0.07840589981060475,0.2,0,1,18,0.04655794951591766,0.7366722053021065,137450794689225.94,128,128,0,0.35,3300.0,4.0,stage1_ordering
3127,2.2378107512885077e-11,,,,,,,,,,,,,,,,,,,rejected_random_bulk,0,0.39775678692609545,0.32564201926272673,-0.003076923076923088,0.3379497115704191,0.2,0,0,19,0.11708249437145188,0.3487954511704953,138357754382680.02,128,128,0,0.35,3300.0,4.0,stage1_ordering
3128,2.2391029844172672e-11,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.17246985958940908,0.37012202515597536,0.0,0.37012202515597536,0.2,0,0,21,0.038965943918728575,0.42646285077287305,139747706324535.0,128,128,0,0.35,3300.0,4.0,stage1_ordering
3129,2.2396815303781755e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.05697860109411584,-0.05697038130056242,0.0,-0.05697038130056242,0.2,0,1,19,0.10505014968595833,0.5796728944984231,142608183221856.97,128,128,0,0.35,3300.0,4.0,stage1_ordering
3130,2.2398788916406175e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.10817821153664083,-0.08771715770241428,0.0,-0.08771715770241428,0.2,0,0,21,0.04626640381461864,0.3242315095241205,136621589254192.38,128,128,0,0.35,3300.0,4.0,stage1_ordering
3131,2.2404432434951584e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.028397626309214257,0.2399891392792597,0.0,0.2399891392792597,0.2,0,0,19,0.0214946778777746,0.30104262526891323,136964910064370.84,128,128,0,0.35,3300.0,4.0,stage1_ordering
3132,2.2414194906009078e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.020922320999357535,0.3098284026092699,0.0,0.3098284026092699,0.2,0,0,20,0.049561452713422265,0.3657341072208411,142898276489173.2,128,128,0,0.35,3300.0,4.0,stage1_ordering
3133,2.241956557069472e-11,,,,,,,,,,,,,,,,,,,growth_front,1,-0.030422902226245715,-0.08793454146126578,0.0,-0.08793454146126578,0.2,0,0,21,0.028361705506087076,0.39125278511187517,137259415682392.08,128,128,0,0.35,3300.0,4.0,stage1_ordering
3134,2.2419914395531885e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.20277307876099407,0.5285424717858369,0.0,0.5285424717858369,0.2,0,0,20,0.09719357609343193,0.4231342906384334,140273696748287.81,128,128,0,0.35,3300.0,4.0,stage1_ordering
3135,2.2422289750074347e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.21888780791174098,-0.4268074027220834,0.003076923076923088,-0.43911509502977575,0.2,0,0,20,0.11421498008593065,0.5280412796006628,139325816114870.0,128,128,0,0.35,3300.0,4.0,stage1_ordering
3136,2.242428504199111e-11,,,,,,,,,,,,,,,,,,,random_surface,1,0.020570179841820538,0.042984422300992975,-0.0011573747353563757,0.04761392124241848,0.2,0,0,21,0.02718302545731738,0.47346736616478463,140428159654606.78,128,128,0,0.35,3300.0,4.0,stage1_ordering
3137,2.244618750392989e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.058999279138988676,0.022003481444702544,0.0,0.022003481444702544,0.2,0,0,20,0.038294465335094965,0.5336412729842375,132931505368960.88,128,128,0,0.35,3300.0,4.0,stage1_ordering
3138,2.245280009496534e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.12731516741271381,0.03603943954682265,0.0,0.03603943954682265,0.2,0,0,20,0.034862936711168906,0.2101162659405069,134213970157931.97,128,128,0,0.35,3300.0,4.0,stage1_ordering
3139,2.2463026265943092e-11,,,,,,,,,,,,,,,,,,,rejected_growth_front,0,0.14641482682297327,0.2204705076545217,0.0,0.2204705076545217,0.2,0,0,20,0.029314469479394978,0.22313195799705013,141602378581940.75,128,128,0,0.35,3300.0,4.0,stage1_ordering
3140,2.246767208285828e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.18622284073924922,-0.042113700089664974,0.007578779417630632,-0.0724288177601875,0.2,0,1,19,0.05602924239558678,0.7156351885404677,135667277354996.08,128,128,0,0.35,3300.0,4.0,stage1_ordering
3141,2.2486227999604596e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.043737396212769335,0.01079422761650406,0.0,0.01079422761650406,0.2,0,0,20,0.026482109663050857,0.2734354369726088,134585557079076.08,128,128,0,0.35,3300.0,4.0,stage1_ordering
3142,2.2489245428627673e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.07874674304283878,0.021037116043942206,0.0,0.021037116043942206,0.2,0,1,17,0.1607164755644954,0.3911272572990685,140134008621149.64,128,128,0,0.35,3300.0,4.0,stage1_ordering
3143,2.2490144173273585e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.1100296414215787,0.07088962624094819,0.0,0.07088962624094819,0.2,0,0,21,0.030782833615588645,0.2643997774584635,134368426510205.98,128,128,0,0.35,3300.0,4.0,stage1_ordering
3144,2.2504670831631973e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.12244507086835546,0.15320516433725118,0.0,0.15320516433725118,0.2,0,0,19,0.09295835919596154,0.5428292692785809,137002995703252.84,128,128,0,0.35,3300.0,4.0,stage1_ordering
3145,2.253216029741523e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.04710930883878714,0.15754909819588647,-0.0031055900621117516,0.16997145844433348,0.2,0,0,20,0.034616856156157505,0.3263599332285684,138741274643313.44,128,128,0,0.35,3300.0,4.0,stage1_ordering
3146,2.2537015227057523e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.03808205590027133,0.12609479905572485,0.002157465993305019,0.11746493508250477,0.2,0,0,18,0.023067972451427592,0.3803451189814301,137669397751061.5,128,128,0,0.35,3300.0,4.0,stage1_ordering
3147,2.2538457387279857e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.05736763670735038,0.0939207973658398,0.0,0.0939207973658398,0.2,0,0,21,0.035979604782175,0.31612451006728043,137849752809085.31,128,128,0,0.35,3300.0,4.0,stage1_ordering
3148,2.253862244042074e-11,,,,,,,,,,,,,,,,,,,random_surface,1,-0.14796560615201496,-0.16621758571099576,0.0,-0.16621758571099576,0.2,0,1,20,0.047851102094411076,0.7890224344375427,138909519042934.69,128,128,0,0.35,3300.0,4.0,stage1_ordering
3149,2.2544953424304444e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.24263579007818034,0.0928217719698523,0.0,0.0928217719698523,0.2,0,0,19,0.10609871488507074,0.28941270724384194,133396554530448.67,128,128,0,0.35,3300.0,4.0,stage1_ordering
3150,2.2555209780922984e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.6686892152387108,-0.41467120341076225,-0.0031152647975077885,-0.4022101442207311,0.2,0,1,20,0.18762485096550494,0.5228275022457317,136980976457353.72,128,128,0,0.35,3300.0,4.0,stage1_ordering
3151,2.2563571931388824e-11,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.09413483399834731,0.22267963571530558,0.0,0.22267963571530558,0.2,0,0,21,0.028814734526928804,0.19019909134108742,131609827800723.25,128,128,0,0.35,3300.0,4.0,stage1_ordering
3152,2.2574052913769988e-11,,,,,,,,,,,,,,,,,,,surface,1,0.02892807802992437,0.03656083077045835,0.0,0.03656083077045835,0.2,0,0,20,0.03336353982152598,0.38282714109937166,143447077433552.97,128,128,0,0.35,3300.0,4.0,stage1_ordering
3153,2.2580417995915476e-11,,,,,,,,,,,,,,,,,,,coordination,1,-0.03007744486679753,0.1596643195511085,0.0,0.1596643195511085,0.2,0,0,20,0.04224085461477375,0.49608574854402826,144488807035182.94,128,128,0,0.35,3300.0,4.0,stage1_ordering
3154,2.258062599226523e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.026620277044684747,-0.14561482672470305,0.0,-0.14561482672470305,0.2,0,1,20,0.02481192481293624,0.5852905781365297,135521536702034.38,128,128,0,0.35,3300.0,4.0,stage1_ordering
3155,2.2587658237165643e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.14751367797371,0.1470179195612218,0.0,0.1470179195612218,0.2,0,0,17,0.03715369781155736,0.2321424858724503,135594878753958.0,128,128,0,0.35,3300.0,4.0,stage1_ordering
3156,2.2597994211369827e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.06762575286409676,0.15585850823757852,0.0,0.15585850823757852,0.2,0,0,20,0.025842170924438305,0.3376255176004586,152981260691934.5,128,128,0,0.35,3300.0,4.0,stage1_ordering
