step,kmc_time,total_energy,energy_per_atom,energy_per_puo2,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,crystalline_core_size,growth_front_size,accepted_event_kind,event_applied,predicted_delta_E,exact_delta_E_if_checked,exact_delta_order_if_checked,order_biased_score_if_checked,max_exact_delta_e_above,reject_for_close_contact,used_exact_rate,exact_checked_candidates,uncertainty,good_event_probability,total_rate,candidate_events_requested,candidate_events_generated,candidate_events_rejected,current_max_displacement,temperature,order_bias_lambda,stage
8359,6.268513410806566e-11,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.2990580336719331,0.3085417023155763,0.0,0.3085417023155763,0.2,0,0,19,0.050581021445984274,0.19365121986814846,56245181300184.13,128,128,0,0.35,2200.0,0.75,stage2_annealing
8360,6.277264476629295e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,0.022902088883431163,-0.009665775324668502,0.0,-0.009665775324668502,0.2,0,0,20,0.021960857774183606,0.4783607374856624,52538947271617.6,128,128,0,0.35,2200.0,0.75,stage2_annealing
8361,6.277393225860202e-11,,,,,,,,,,,,,,,,,,,rejected_random_surface,0,0.18549190828650972,0.2236059717669754,0.0,0.2236059717669754,0.2,0,0,20,0.037897829324731264,0.33414815765199324,51306822920443.68,128,128,0,0.35,2200.0,0.75,stage2_annealing
8362,6.281324367833416e-11,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.19645002254567198,0.809996074682747,0.0,0.809996074682747,0.2,0,0,18,0.10702618989648714,0.4298845401939383,51216864458515.58,128,128,0,0.35,2200.0,0.75,stage2_annealing
8363,6.285812713151586e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.2692705434874537,0.15354846470675554,0.0,0.15354846470675554,0.2,0,0,21,0.11344937111586002,0.14703586790046788,57149792789281.06,128,128,0,0.35,2200.0,0.75,stage2_annealing
8364,6.291363033764407e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.03054889954966574,-0.10140753196042596,0.0,-0.10140753196042596,0.2,0,1,19,0.037006511870727996,0.732239625509439,55283261163429.875,128,128,0,0.35,2200.0,0.75,stage2_annealing
8365,6.294888239175143e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.13911191107046392,0.08770897845289483,0.0,0.08770897845289483,0.2,0,0,19,0.027606233482498,0.2283201245950595,54118876693261.945,128,128,0,0.35,2200.0,0.75,stage2_annealing
8366,6.298273907656488e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.012447030885201554,-0.02266403105106818,0.0,-0.02266403105106818,0.2,0,0,20,0.031544470241750215,0.32906790178557277,55072664793005.484,128,128,0,0.35,2200.0,0.75,stage2_annealing
8367,6.302550636887277e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.02286127422060567,0.07826390282389717,0.0,0.07826390282389717,0.2,0,0,20,0.02058947651404495,0.542300876508231,57943983578492.06,128,128,0,0.35,2200.0,0.75,stage2_annealing
8368,6.303578039589604e-11,,,,,,,,,,,,,,,,,,,rejected_random_bulk,0,0.01583415040521567,0.4137156556064525,0.0,0.4137156556064525,0.2,0,0,20,0.0838022021985796,0.5638778184798475,54772833656815.73,128,128,0,0.35,2200.0,0.75,stage2_annealing
8369,6.312854137573345e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.0704414684093436,0.06261379121133182,0.0,0.06261379121133182,0.2,0,0,18,0.025892567063013176,0.2986631301005418,49419277711594.25,128,128,0,0.35,2200.0,0.75,stage2_annealing
8370,6.31432472111671e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.14391478252932605,0.14932305282995628,0.0,0.14932305282995628,0.2,0,0,21,0.05103160236026375,0.14405212836778805,52499888960349.81,128,128,0,0.35,2200.0,0.75,stage2_annealing
8371,6.314566549476244e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.1473965732603871,0.3406559147301813,0.0,0.3406559147301813,0.2,0,0,21,0.04239634422513342,0.34718941281080423,54639291168779.734,128,128,0,0.35,2200.0,0.75,stage2_annealing
8372,6.316307281260967e-11,,,,,,,,,,,,,,,,,,,surface,1,0.032959430855136175,0.10373840567614678,0.0,0.10373840567614678,0.2,0,0,21,0.029796690436562887,0.3155685715255859,58031972513660.766,128,128,0,0.35,2200.0,0.75,stage2_annealing
8373,6.318104730047164e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.06857050496680156,0.004407373265660652,0.0,0.004407373265660652,0.2,0,0,21,0.032717078840845064,0.36821946213450363,45279550137665.516,128,128,0,0.35,2200.0,0.75,stage2_annealing
8374,6.318589242504423e-11,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.05265185041969871,0.4507908531945404,0.0,0.4507908531945404,0.2,0,0,19,0.06189216931270022,0.23621447769596432,48395353814250.98,128,128,0,0.35,2200.0,0.75,stage2_annealing
8375,6.319493055684307e-11,,,,,,,,,,,,,,,,,,,rejected_local_cluster_affine,0,-0.01572626214168488,0.507399830770737,-0.0035335689045935537,0.5100500074491822,0.2,0,0,20,0.03844579384765775,0.5251262484959286,55675395200853.77,128,128,0,0.35,2200.0,0.75,stage2_annealing
8376,6.321395128532257e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.033846952271742455,0.13073568037911087,0.0,0.13073568037911087,0.2,0,0,20,0.08838880978571338,0.3506429301428887,54763672485000.88,128,128,0,0.35,2200.0,0.75,stage2_annealing
8377,6.32348491983607e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.012447520535890494,0.08865289937085308,0.0035335689045936647,0.08600272269240783,0.2,0,0,20,0.032930653222688955,0.5190624069121187,53468090969719.34,128,128,0,0.35,2200.0,0.75,stage2_annealing
8378,6.32479739045863e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,0.05045532850257315,0.12030532745007605,0.0,0.12030532745007605,0.2,0,0,21,0.04076908074714821,0.49459037034590386,58379423680751.61,128,128,0,0.35,2200.0,0.75,stage2_annealing
8379,6.335606806650764e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.1491302977574852,0.04952846643936937,0.0,0.04952846643936937,0.2,0,0,21,0.08986459197772313,0.5235868648827372,53391500777769.31,128,128,0,0.35,2200.0,0.75,stage2_annealing
8380,6.33664343845135e-11,,,,,,,,,,,,,,,,,,,surface,1,0.18078923402630065,0.16399537878898585,0.000721644353755102,0.16345414552366952,0.2,0,0,20,0.03422029054374593,0.25467007756247606,51010461066290.875,128,128,0,0.35,2200.0,0.75,stage2_annealing
8381,6.340108352931466e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.10666692245543254,0.11621297511901929,0.0,0.11621297511901929,0.2,0,0,20,0.04428446961485442,0.13422779850802063,53720167757381.67,128,128,0,0.35,2200.0,0.75,stage2_annealing
8382,6.340394220093193e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.006784497899911716,-0.0023900696610503758,0.0,-0.0023900696610503758,0.2,0,1,19,0.05260492506744734,0.685964932056861,51801287958769.42,128,128,0,0.35,2200.0,0.75,stage2_annealing
8383,6.341076661506724e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,0.15418342189513468,0.058340410210306004,0.0,0.058340410210306004,0.2,0,0,20,0.09135051496962106,0.41442682421399385,50591002504627.5,128,128,0,0.35,2200.0,0.75,stage2_annealing
8384,6.343709481634955e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.05072688730568008,0.060609410623655435,0.0,0.060609410623655435,0.2,0,0,21,0.05349479455325765,0.5422692800595188,58557230854182.016,128,128,0,0.35,2200.0,0.75,stage2_annealing
8385,6.344844051112199e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.04868159682052449,0.010702249703172129,0.0,0.010702249703172129,0.2,0,0,21,0.02770440196050277,0.33178046316850646,54929499211370.03,128,128,0,0.35,2200.0,0.75,stage2_annealing
8386,6.345293410866484e-11,,,,,,,,,,,,,,,,,,,random_surface,1,0.08147245352104386,0.059127003581455284,0.0,0.059127003581455284,0.2,0,0,21,0.02764220404859394,0.4238176391200858,52364174720826.8,128,128,0,0.35,2200.0,0.75,stage2_annealing
8387,6.348115979390054e-11,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.14875345969957487,0.35076988697397127,0.0,0.35076988697397127,0.2,0,0,18,0.03501061360685121,0.1670470836522581,53292824289285.14,128,128,0,0.35,2200.0,0.75,stage2_annealing
8388,6.349440839146658e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.08019349222314297,-0.11889678573697893,0.007042253521126751,-0.12417847587782399,0.2,0,0,17,0.033941786174331766,0.20461666927325253,47800602431286.29,128,128,0,0.35,2200.0,0.75,stage2_annealing
8389,6.349643107148164e-11,,,,,,,,,,,,,,,,,,,growth_front,1,-0.010192566668130577,-0.0016209825384869703,0.0,-0.0016209825384869703,0.2,0,1,20,0.020639523446015766,0.6529463614291754,57924701404031.734,128,128,0,0.35,2200.0,0.75,stage2_annealing
8390,6.35281205822309e-11,,,,,,,,,,,,,,,,,,,coordination,1,-0.4957552457394162,-0.04548058708124003,0.0,-0.04548058708124003,0.2,0,1,18,0.15881811469095466,0.6211561025057586,50482240896101.41,128,128,0,0.35,2200.0,0.75,stage2_annealing
8391,6.353868023072074e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.08422578497298319,-0.3071177234296556,0.0,-0.3071177234296556,0.2,0,0,20,0.040881229670103665,0.2461936994543277,60198089285346.52,128,128,0,0.35,2200.0,0.75,stage2_annealing
8392,6.355274832379437e-11,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.04213236525550766,0.22056360616781134,0.0,0.22056360616781134,0.2,0,0,20,0.04652942645833583,0.21884750565133215,55061724401661.76,128,128,0,0.35,2200.0,0.75,stage2_annealing
8393,6.355769173491199e-11,,,,,,,,,,,,,,,,,,,rejected_growth_front,0,0.02427316972876282,0.6054220178373697,0.0,0.6054220178373697,0.2,0,0,19,0.1338533493339894,0.6067102747388832,56426991363778.64,128,128,0,0.35,2200.0,0.75,stage2_annealing
8394,6.35626208117743e-11,,,,,,,,,,,,,,,,,,,coordination,1,-0.1925492524620698,-0.04632893481071676,0.0,-0.04632893481071676,0.2,0,0,21,0.06030899666353466,0.3547783780046073,52107568452854.25,128,128,0,0.35,2200.0,0.75,stage2_annealing
8395,6.356374884472049e-11,,,,,,,,,,,,,,,,,,,random_surface,1,0.12523463117253406,0.055495130674444226,0.0,0.055495130674444226,0.2,0,0,21,0.0291255329754521,0.400279009450957,54098606519615.25,128,128,0,0.35,2200.0,0.75,stage2_annealing
8396,6.356438423513213e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.22840152972960107,0.07879583068242368,0.0,0.07879583068242368,0.2,0,0,19,0.12206476954259082,0.4575272131791939,53770219970783.88,128,128,0,0.35,2200.0,0.75,stage2_annealing
8397,6.356718373749681e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.07298794654958567,0.03276313521679697,0.0,0.03276313521679697,0.2,0,0,19,0.030920131259240057,0.17598640873641308,53323208023759.266,128,128,0,0.35,2200.0,0.75,stage2_annealing
8398,6.357324002804391e-11,,,,,,,,,,,,,,,,,,,surface,1,0.1356543941250265,-0.06423686379453386,0.0,-0.06423686379453386,0.2,0,0,21,0.031357252223863846,0.2595756821728496,50609756112447.38,128,128,0,0.35,2200.0,0.75,stage2_annealing
8399,6.358954252138535e-11,-6573.66341098933,-15.651579549974596,-46.95473864992379,125.0,200.0,325.0,195.0,130.0,1.2714285714285714,0.6333333333333333,0.8028169014084507,0.7577380952380952,2.588904694167852,1.9005137787024675,2.0300507238630066,2.809418669876123,252.0,114.0,growth_front,1,0.08414969433181131,0.1146912417946595,0.0,0.1146912417946595,0.2,0,0,20,0.02890807878592838,0.2429043449869511,53459230686008.98,128,128,0,0.35,2200.0,0.75,stage2_annealing
8400,6.35987741622943e-11,,,,,,,,,,,,,,,,,,,rejected_random_bulk,0,0.09862553568413114,0.6078618230134047,0.0,0.6078618230134047,0.2,0,0,20,0.05802674356832272,0.4224320079640485,55869384352941.24,128,128,0,0.35,2200.0,0.75,stage2_annealing
8401,6.360092793303598e-11,,,,,,,,,,,,,,,,,,,coordination,1,-0.23520352011172369,0.13553032197206605,0.0,0.13553032197206605,0.2,0,1,20,0.06547768913514646,0.5951236695419317,55210582826811.625,128,128,0,0.35,2200.0,0.75,stage2_annealing
8402,6.36170506984668e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.088592775252384,0.08769201178174058,0.0,0.08769201178174058,0.2,0,1,18,0.06071727127954663,0.4952565176699709,44766530412957.57,128,128,0,0.35,2200.0,0.75,stage2_annealing
8403,6.362954553938884e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.0013064065579549587,-0.09719727271283318,0.0,-0.09719727271283318,0.2,0,1,20,0.06420975843720671,0.5599742742845902,56813154423851.91,128,128,0,0.35,2200.0,0.75,stage2_annealing
8404,6.362957390870973e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.03054593115423344,-0.005863695196460128,0.0,-0.005863695196460128,0.2,0,0,19,0.04181525796830248,0.32004057807437547,50666442158797.06,128,128,0,0.35,2200.0,0.75,stage2_annealing
8405,6.364012415818681e-11,,,,,,,,,,,,,,,,,,,rejected_random_surface,0,0.124615713179661,0.34409657264777493,-0.013519242545574461,0.3542360045569558,0.2,0,0,21,0.036104806630120855,0.49126138051156554,52621383559487.766,128,128,0,0.35,2200.0,0.75,stage2_annealing
8406,6.365103838740288e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.018807617368419703,-0.1500150094712751,0.0,-0.1500150094712751,0.2,0,0,19,0.05929680346873902,0.29911623942062404,54149144721675.445,128,128,0,0.35,2200.0,0.75,stage2_annealing
8407,6.372720977667043e-11,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.23305857897757606,0.21422776953789224,0.0,0.21422776953789224,0.2,0,0,20,0.040923564881975086,0.18588682067789364,50153168448814.56,128,128,0,0.35,2200.0,0.75,stage2_annealing
8408,6.374304322536621e-11,,,,,,,,,,,,,,,,,,,random_surface,1,0.01772563730460892,0.007056299071944494,0.0,0.007056299071944494,0.2,0,0,19,0.02989506366945715,0.5028694997672414,60757479177751.9,128,128,0,0.35,2200.0,0.75,stage2_annealing
8409,6.376882801295184e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.052550643131565974,-0.013201883950880955,0.0,-0.013201883950880955,0.2,0,1,20,0.022810045684797647,0.49769410861519336,51052875123893.125,128,128,0,0.35,2200.0,0.75,stage2_annealing
8410,6.381394189467254e-11,,,,,,,,,,,,,,,,,,,growth_front,1,-0.021120784093006856,-0.01923724333929755,0.0,-0.01923724333929755,0.2,0,1,20,0.18229812166505188,0.2966264558198728,54184747695702.83,128,128,0,0.35,2200.0,0.75,stage2_annealing
8411,6.381434203408114e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.23845622530548818,-0.05538217502169118,0.0,-0.05538217502169118,0.2,0,0,20,0.10672924220885373,0.34929063852081427,51862429794812.41,128,128,0,0.35,2200.0,0.75,stage2_annealing
8412,6.382387053084047e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.17120142461588314,-0.03637776582273844,0.0,-0.03637776582273844,0.2,0,1,19,0.04709715443576043,0.5809899749176598,55508395420626.58,128,128,0,0.35,2200.0,0.75,stage2_annealing
8413,6.383086255606214e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.226328487180197,-0.03384374633476206,0.0,-0.03384374633476206,0.2,0,0,19,0.08122661728667134,0.4374641918060833,56077883959307.06,128,128,0,0.35,2200.0,0.75,stage2_annealing
8414,6.38413204665775e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.11125655506807702,0.08010803430144264,0.0,0.08010803430144264,0.2,0,0,20,0.03462101125083114,0.24610207997746494,50112246672513.016,128,128,0,0.35,2200.0,0.75,stage2_annealing
8415,6.38521252851876e-11,,,,,,,,,,,,,,,,,,,surface,1,0.053422798042955404,0.14312318596542895,0.0,0.14312318596542895,0.2,0,0,19,0.036538114345467824,0.5320897332200983,50779206411578.48,128,128,0,0.35,2200.0,0.75,stage2_annealing
8416,6.388142309195448e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.030834055631878292,-0.28770591352167685,0.0,-0.28770591352167685,0.2,0,0,19,0.022992225988014054,0.3813966281786499,48234748057703.66,128,128,0,0.35,2200.0,0.75,stage2_annealing
8417,6.389419067594657e-11,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.09286290849198806,0.2345184897806405,0.0,0.2345184897806405,0.2,0,0,20,0.02993781875665533,0.35540749904233737,50856090128650.73,128,128,0,0.35,2200.0,0.75,stage2_annealing
8418,6.39107174265466e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.036716845495681084,0.11827251688737306,0.0006918705213738718,0.11775361399634265,0.2,0,0,21,0.023651325100290454,0.4877169534979875,56111227492483.01,128,128,0,0.35,2200.0,0.75,stage2_annealing
8419,6.391884252974733e-11,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.07728835990376426,0.48834091625351306,0.0,0.48834091625351306,0.2,0,0,21,0.05359553905212415,0.49359604925504325,51593322597838.305,128,128,0,0.35,2200.0,0.75,stage2_annealing
8420,6.395010491960099e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.06811523638975604,0.1838652714675213,0.0,0.1838652714675213,0.2,0,0,21,0.04379513030141486,0.3801095993186475,55229014491984.45,128,128,0,0.35,2200.0,0.75,stage2_annealing
8421,6.395938116971437e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.10170334767383478,-0.01349431619799546,0.0,-0.01349431619799546,0.2,0,0,21,0.024681423202793137,0.3524333387426535,48565364395496.625,128,128,0,0.35,2200.0,0.75,stage2_annealing
8422,6.399374975458136e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.1402759705827929,0.241041356685745,0.0,0.241041356685745,0.2,0,0,21,0.05236336173609217,0.47526719769957937,55653102754016.25,128,128,0,0.35,2200.0,0.75,stage2_annealing
8423,6.40121655248264e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.18892279646983523,0.06654904469379375,0.0,0.06654904469379375,0.2,0,0,20,0.05429630515992942,0.4064809209369962,54061276980233.984,128,128,0,0.35,2200.0,0.75,stage2_annealing
8424,6.401340917953457e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.3704425771602517,0.4430440689475894,0.0,0.4430440689475894,0.2,0,0,21,0.06591037896297185,0.10734470621035251,54386803810999.6,128,128,0,0.35,2200.0,0.75,stage2_annealing
8425,6.402188308024846e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.024279909774899782,0.32029433121759965,0.0,0.32029433121759965,0.2,0,0,21,0.06333713950185431,0.4004605591124133,56977898604700.32,128,128,0,0.35,2200.0,0.75,stage2_annealing
8426,6.402525879749646e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.041846516870301095,-0.01361022453966143,0.0,-0.01361022453966143,0.2,0,1,18,0.057022400176778926,0.5072041402061899,50776156926489.8,128,128,0,0.35,2200.0,0.75,stage2_annealing
8427,6.402855483417222e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.01706886548292109,0.01706409405015563,0.0,0.01706409405015563,0.2,0,1,19,0.028465271326423375,0.6995118479823853,63368083136192.09,128,128,0,0.35,2200.0,0.75,stage2_annealing
8428,6.404222439148357e-11,,,,,,,,,,,,,,,,,,,surface,1,0.07038245085633973,0.0442591150531122,0.0,0.0442591150531122,0.2,0,0,21,0.10744193378289046,0.4727863057680046,54569209906999.49,128,128,0,0.35,2200.0,0.75,stage2_annealing
8429,6.404814051541577e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.39048963760202826,-0.19615438228964877,0.0,-0.19615438228964877,0.2,0,1,18,0.1449225006112264,0.38067239948787535,53999657638052.33,128,128,0,0.35,2200.0,0.75,stage2_annealing
8430,6.408415077151082e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.19648149512758864,0.06976612506271351,0.0,0.06976612506271351,0.2,0,0,20,0.030369116867771953,0.15913246401220027,60406969915606.17,128,128,0,0.35,2200.0,0.75,stage2_annealing
8431,6.410771999417661e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,0.15428231507149814,0.09328408330462423,0.0,0.09328408330462423,0.2,0,0,19,0.04867513737798797,0.49535368127475166,55131908836216.04,128,128,0,0.35,2200.0,0.75,stage2_annealing
8432,6.414096740339313e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.4359750903427893,0.34654353924469206,0.0,0.34654353924469206,0.2,0,0,21,0.13366616907835618,0.16529770615892167,55369056149366.92,128,128,0,0.35,2200.0,0.75,stage2_annealing
8433,6.414700647380331e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.3127735711743891,0.010729278330430247,0.0,0.010729278330430247,0.2,0,0,21,0.11192810320024214,0.21596723100365775,56063207159149.42,128,128,0,0.35,2200.0,0.75,stage2_annealing
8434,6.419524652461625e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.0876531036272838,0.05727913567389464,0.0,0.05727913567389464,0.2,0,0,21,0.04921510472550972,0.3248574121802726,51981364822158.766,128,128,0,0.35,2200.0,0.75,stage2_annealing
8435,6.419999083777371e-11,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.055000306717431835,0.6377236177936609,0.0028292562391895038,0.6356016756142688,0.2,0,0,21,0.04115816293755023,0.3396906834124539,49855519483042.92,128,128,0,0.35,2200.0,0.75,stage2_annealing
8436,6.423285585109799e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.19735085433402516,0.21901607479535556,0.0,0.21901607479535556,0.2,0,0,20,0.12343013538045425,0.48798944381386816,44183505810746.305,128,128,0,0.35,2200.0,0.75,stage2_annealing
8437,6.424161680701367e-11,,,,,,,,,,,,,,,,,,,random_surface,1,-0.002224117077769759,-0.012762999190947255,0.0,-0.012762999190947255,0.2,0,1,18,0.032278190214993174,0.4760715950063653,51903541206080.25,128,128,0,0.35,2200.0,0.75,stage2_annealing
8438,6.426187099481963e-11,,,,,,,,,,,,,,,,,,,surface_compression,1,0.05140492290160133,0.019257817471572736,0.0035087719298244613,0.01662623852420439,0.2,0,0,21,0.024988613132581133,0.27343822592214295,58270000589513.17,128,128,0,0.35,2200.0,0.75,stage2_annealing
8439,6.426448994018966e-11,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.10592042645774798,0.1784515595974483,0.0,0.1784515595974483,0.2,0,0,19,0.04542708304042373,0.22617223112917426,50577237624669.125,128,128,0,0.35,2200.0,0.75,stage2_annealing
8440,6.428501177671869e-11,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.23401885435341085,0.3162871942782921,0.0,0.3162871942782921,0.2,0,0,19,0.03771872245958574,0.2053997675593127,53416698477918.61,128,128,0,0.35,2200.0,0.75,stage2_annealing
8441,6.429042165404911e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.035886882813270175,0.029362139054555314,0.0,0.029362139054555314,0.2,0,0,21,0.02499084274721511,0.278089204091383,56658436489138.7,128,128,0,0.35,2200.0,0.75,stage2_annealing
8442,6.430832493899563e-11,,,,,,,,,,,,,,,,,,,rejected_local_cluster_affine,0,0.06206786204623721,0.23180502206923848,0.0,0.23180502206923848,0.2,0,0,19,0.02398600031633974,0.23106395379778483,46607017069083.516,128,128,0,0.35,2200.0,0.75,stage2_annealing
8443,6.432920272270133e-11,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.07245528371075019,0.21275057999785218,0.0,0.21275057999785218,0.2,0,0,20,0.042737779871944076,0.33371147249012445,58690357501689.84,128,128,0,0.35,2200.0,0.75,stage2_annealing
8444,6.433428497886641e-11,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.07491876338548038,0.16474293072406,-0.0035087719298244613,0.16737450967142833,0.2,0,0,20,0.03390948512959255,0.43564710760036623,55207233339380.06,128,128,0,0.35,2200.0,0.75,stage2_annealing
8445,6.435347754810978e-11,,,,,,,,,,,,,,,,,,,random_surface,1,0.035222155977899,-0.02902415669691294,0.0,-0.02902415669691294,0.2,0,0,21,0.033129198033708195,0.2577511560578657,47889916655458.6,128,128,0,0.35,2200.0,0.75,stage2_annealing
8446,6.435674458756402e-11,,,,,,,,,,,,,,,,,,,surface,1,-0.07704678134259088,-0.23243997341536016,0.0,-0.23243997341536016,0.2,0,1,20,0.04678151935564145,0.44628050912130734,50104944367020.68,128,128,0,0.35,2200.0,0.75,stage2_annealing
8447,6.436167406208694e-11,,,,,,,,,,,,,,,,,,,growth_front,1,0.15798763358224385,0.172694280434591,0.0,0.172694280434591,0.2,0,0,20,0.04049654603572706,0.29242413940675466,58861849185638.336,128,128,0,0.35,2200.0,0.75,stage2_annealing
8448,6.439014553946541e-11,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.17524881147382654,0.20135657327212897,0.0,0.20135657327212897,0.2,0,0,21,0.0366195038471163,0.32159746896789265,48619794216151.09,128,128,0,0.35,2200.0,0.75,stage2_annealing
8449,6.443748848788076e-11,,,,,,,,,,,,,,,,,,,surface,1,0.2752329626489521,0.10439035302474764,0.0,0.10439035302474764,0.2,0,0,20,0.053898880693408265,0.17760333813457274,55728127462167.984,128,128,0,0.35,2200.0,0.75,stage2_annealing
8450,6.444415056600285e-11,,,,,,,,,,,,,,,,,,,coordination,1,-0.04517079059030184,0.09210840027219191,0.0,0.09210840027219191,0.2,0,1,19,0.05816992201538438,0.4892066728116503,47774704566488.734,128,128,0,0.35,2200.0,0.75,stage2_annealing
8451,6.446575437478665e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.0802726682507454,0.17844708644222607,0.000687032265979548,0.1779318122427414,0.2,0,0,20,0.06381100041762845,0.5202180629598789,57967085043652.98,128,128,0,0.35,2200.0,0.75,stage2_annealing
8452,6.449088889636001e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,-0.06383384345546908,0.2507236004446547,0.0,0.2507236004446547,0.2,0,0,20,0.05399919752777402,0.37591383818537905,46258207387374.57,128,128,0,0.35,2200.0,0.75,stage2_annealing
8453,6.44942338918966e-11,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.05181532703897985,-0.32207656937355367,0.0,-0.32207656937355367,0.2,0,0,21,0.05407457961278482,0.522004811841198,57187627333845.05,128,128,0,0.35,2200.0,0.75,stage2_annealing
8454,6.452233776597461e-11,,,,,,,,,,,,,,,,,,,surface,1,0.48435766665723884,0.04161934942870005,0.0,0.04161934942870005,0.2,0,1,19,0.1531328949526498,0.3686957369240747,55792089556022.586,128,128,0,0.35,2200.0,0.75,stage2_annealing
8455,6.455481527801009e-11,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.1389841106140523,0.2664363293149563,0.0,0.2664363293149563,0.2,0,0,20,0.04017054517754936,0.3444076113963479,49392253741772.56,128,128,0,0.35,2200.0,0.75,stage2_annealing
8456,6.456284397426756e-11,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.03257277636730183,0.4301882537834629,0.0,0.4301882537834629,0.2,0,0,19,0.07330320768002789,0.3508680367329373,53487580442888.875,128,128,0,0.35,2200.0,0.75,stage2_annealing
8457,6.45736848264666e-11,,,,,,,,,,,,,,,,,,,coordination,1,0.013075257066157645,-0.005071754952250984,0.0,-0.005071754952250984,0.2,0,0,19,0.032073105738738984,0.4203008623262545,52266467846815.33,128,128,0,0.35,2200.0,0.75,stage2_annealing
